1 1.00000000e+00
2 5.00000000e-01
3 3.53553391e-01
4 2.79508497e-01
5 2.33853587e-01
6 2.02523147e-01
7 1.79517583e-01
8 1.61814962e-01
9 1.47716175e-01
10 1.36187584e-01
11 1.26558130e-01
12 1.18367674e-01
13 1.11287160e-01
14 1.05074392e-01
15 9.95479282e-02
16 9.45704688e-02
17 9.00375489e-02
18 8.58694120e-02
19 8.20049836e-02
20 7.83973255e-02
21 7.50101860e-02
22 7.18153801e-02
23 6.87908059e-02
24 6.59189467e-02
25 6.31857443e-02
26 6.05797535e-02
27 5.80915094e-02
28 5.57130544e-02
29 5.34375860e-02
30 5.12591924e-02
31 4.91726570e-02
32 4.71733103e-02
33 4.52569209e-02
34 4.34196117e-02
35 4.16577984e-02
36 3.99681417e-02
37 3.83475113e-02
38 3.67929580e-02
39 3.53016925e-02
40 3.38710679e-02
41 3.24985662e-02
42 3.11817879e-02
43 2.99184423e-02
44 2.87063404e-02
45 2.75433882e-02
46 2.64275815e-02
47 2.53570006e-02
48 2.43298063e-02
49 2.33442356e-02
50 2.23985987e-02
51 2.14912750e-02
52 2.06207102e-02
53 1.97854140e-02
54 1.89839564e-02
55 1.82149660e-02
56 1.74771268e-02
57 1.67691766e-02
58 1.60899044e-02
59 1.54381482e-02
60 1.48127932e-02
61 1.42127699e-02
62 1.36370521e-02
63 1.30846550e-02
64 1.25546341e-02
65 1.20460829e-02
66 1.15581317e-02
67 1.10899459e-02
68 1.06407251e-02
69 1.02097009e-02
70 9.79613616e-03
71 9.39932377e-03
72 9.01858507e-03
73 8.65326898e-03
74 8.30275076e-03
75 7.96643100e-03
76 7.64373456e-03
77 7.33410959e-03
78 7.03702662e-03
79 6.75197759e-03
80 6.47847505e-03
81 6.21605129e-03
82 5.96425753e-03
83 5.72266320e-03
84 5.49085513e-03
85 5.26843691e-03
86 5.05502820e-03
87 4.85026404e-03
88 4.65379426e-03
89 4.46528290e-03
90 4.28440756e-03
91 4.11085895e-03
92 3.94434028e-03
93 3.78456679e-03
94 3.63126524e-03
95 3.48417348e-03
96 3.34303997e-03
97 3.20762337e-03
98 3.07769208e-03
99 2.95302393e-03
100 2.83340571e-03
101 2.71863287e-03
102 2.60850914e-03
103 2.50284619e-03
104 2.40146333e-03
105 2.30418719e-03
106 2.21085142e-03
107 2.12129640e-03
108 2.03536899e-03
109 1.95292225e-03
110 1.87381518e-03
111 1.79791250e-03
112 1.72508441e-03
113 1.65520637e-03
114 1.58815888e-03
115 1.52382729e-03
116 1.46210157e-03
117 1.40287619e-03
118 1.34604984e-03
119 1.29152537e-03
120 1.23920951e-03
121 1.18901282e-03
122 1.14084945e-03
123 1.09463703e-03
124 1.05029654e-03
125 1.00775215e-03
126 9.66931106e-04
